,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
185,BUENOS AIRES,Adolfo Alsina,Rivera,3217,NO,NO,SI,SI,NO,NO,SI,NO,SI,6007080.0,-371583546113813,-632442194943605
186,BUENOS AIRES,Adolfo Alsina,Thames,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6007010.0,-369291655620507,-632957265324881
187,BUENOS AIRES,Adolfo Alsina,Villa Margarita,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6007100.0,-374600992847959,-632405658599852
188,BUENOS AIRES,Adolfo Alsina,Yutuyaco,16,NO,NO,NO,NO,NO,NO,NO,NO,NO,6007110.0,-369884309445004,-63133808887439
189,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,SI,NO,SI,SI,NO,SI,SI,SI,SI,6014010.0,-380333995087596,-601003341740637
190,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625,SI,NO,NO,SI,NO,SI,SI,SI,SI,6014020.0,-379635021758562,-60415659383962
191,BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212,NO,NO,NO,NO,NO,SI,SI,NO,NO,6014030.0,-378233871716044,-60484639770555
192,BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43,NO,NO,NO,NO,NO,SI,SI,SI,SI,6014040.0,-381766861391835,-601708487303777
193,BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),8260,SI,NO,SI,SI,NO,NO,SI,SI,SI,6021010.0,-350330734347841,-602806197287099
194,BUENOS AIRES,Alberti,Coronel Seguí,146,NO,NO,NO,NO,NO,NO,NO,NO,NO,6021020.0,-348681189984321,-603939708823404
195,BUENOS AIRES,Alberti,Mechita,412,SI,NO,NO,NO,NO,NO,NO,SI,SI,6021030.0,-35068013673391,-604025971632697
196,BUENOS AIRES,Alberti,Pla,192,NO,NO,NO,NO,NO,NO,SI,NO,NO,6021040.0,-351243819752343,-602200612615259
197,BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),112,NO,NO,NO,NO,NO,NO,NO,SI,SI,6021050.0,-351096178332808,-60070551324606
198,BUENOS AIRES,Alberti,Villa María,24,NO,NO,NO,NO,NO,NO,NO,NO,NO,6021060.0,-348881255447686,-603469385614883
199,BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),815,NO,NO,NO,NO,NO,NO,SI,SI,SI,6021070.0,-348435329449862,-603048498633642
200,BUENOS AIRES,General Paz,Barrio Río Salado,265,NO,NO,NO,NO,NO,NO,NO,NO,NO,6343010.0,-356936377582584,-58447313612508
201,BUENOS AIRES,General Paz,Loma Verde,657,NO,NO,NO,NO,NO,SI,SI,SI,SI,6343020.0,-352747490125694,-584041701894263
202,BUENOS AIRES,General Pueyrredón,Sierra de los Padres,4249,SI,NO,SI,SI,NO,SI,SI,SI,SI,6357120.0,-37954166706805,-577715971022228
203,BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,6364030.0,-346882159472973,-589574297137089
204,BUENOS AIRES,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6364030.0,-34555,-58935
205,BUENOS AIRES,General Rodríguez,General Rodríguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030.0,-346079239021063,-58950282039134
206,BUENOS AIRES,General San Martín,Barrio Parque General San Martin,421,NO,NO,NO,SI,NO,SI,SI,NO,SI,6371010.0,-345673433766504,-585843112459936
207,BUENOS AIRES,General San Martín,Billinghurst,19664,SI,SI,NO,SI,NO,NO,SI,SI,SI,6371010.0,-345751071711249,-585745828938046
208,BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,29180,SI,SI,NO,SI,SI,SI,SI,SI,SI,6371010.0,-345796986848297,-585420144816587
209,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,63479,NO,NO,NO,NO,NO,NO,NO,SI,SI,6371010.0,-345416520781805,-585959093634496
210,BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,NO,SI,NO,NO,NO,NO,NO,SI,SI,6371010.0,-345646397095177,-585922548425316
211,BUENOS AIRES,General San Martín,Villa Ayacucho,3939,NO,SI,NO,SI,NO,NO,NO,SI,SI,6371010.0,-345904132636755,-585530430923958
212,BUENOS AIRES,Pehuajó,Juan José Paso,2176,NO,NO,NO,SI,NO,SI,SI,SI,SI,6609040.0,-358524740557321,-622962123802194
213,BUENOS AIRES,Pehuajó,Magdala,195,NO,NO,NO,NO,NO,SI,SI,NO,NO,6609050.0,-360846707903374,-617254747841859
214,BUENOS AIRES,Pehuajó,Mones Cazón,1764,NO,NO,SI,NO,NO,SI,SI,SI,SI,6609060.0,-362301776476091,-620069944091925
215,BUENOS AIRES,Pehuajó,Nueva Plata,206,NO,NO,NO,NO,NO,SI,SI,NO,NO,6609070.0,-359199117438484,-618133995164977
216,BUENOS AIRES,Pehuajó,Pehuajó,31533,SI,NO,SI,SI,NO,SI,SI,SI,SI,6609080.0,-358123030689596,-618988207561037
217,BUENOS AIRES,Pehuajó,San Bernardo (Est. Guanaco),282,NO,NO,NO,NO,NO,SI,SI,NO,NO,6609090.0,-357137365347985,-616477830181101
218,BUENOS AIRES,Pehuajó,San Esteban,92,NO,NO,NO,NO,NO,SI,NO,NO,NO,6609020.0,-3573274,-6174393
219,BUENOS AIRES,Pellegrini,Bocayuva,83,NO,NO,NO,NO,NO,NO,NO,NO,SI,6616010.0,-362065730139324,-630761554731554
220,BUENOS AIRES,Pellegrini,De Bary,63,NO,NO,NO,NO,NO,NO,NO,NO,NO,6616020.0,-363416806655424,-632611533171506
221,BUENOS AIRES,Pellegrini,Pellegrini,5115,SI,SI,SI,SI,SI,SI,SI,SI,SI,6616030.0,-362697352282386,-631652861097017
222,BUENOS AIRES,Pergamino,Acevedo,1499,SI,SI,NO,NO,NO,SI,SI,SI,SI,6623010.0,-33755665348987,-604408373865386
223,BUENOS AIRES,Pergamino,Fontezuela,365,SI,NO,NO,SI,NO,SI,SI,NO,NO,6623020.0,-339138392371386,-604628650932084
224,BUENOS AIRES,Pergamino,Guerrico,774,NO,SI,NO,NO,NO,SI,NO,SI,SI,6623030.0,-336745849638169,-604006865938611
225,BUENOS AIRES,Pergamino,Juan A. de la Peña,211,NO,NO,NO,NO,NO,SI,NO,NO,NO,6623040.0,-338322767381074,-604864895356947
226,BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),976,SI,NO,NO,SI,NO,SI,SI,SI,SI,6623050.0,-339263378592898,-603829034809436
227,CABA,COMUNA 01,PUERTO MADERO,6726,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-346092161933037,-583563809151849
228,CATAMARCA,Ambato,Los Varela,443,NO,NO,NO,NO,SI,NO,NO,NO,SI,10007110.0,-279279942328057,-658822302327591
229,CATAMARCA,Ambato,Singuil,295,NO,NO,NO,NO,NO,NO,NO,NO,SI,10007120.0,-278142168571341,-658670660017181
230,CATAMARCA,Ancasti,Ancasti,361,NO,NO,NO,NO,SI,NO,NO,NO,SI,10014010.0,-28809829766706,-655021019996524
231,CATAMARCA,Ancasti,Anquincila,202,NO,NO,NO,NO,NO,NO,NO,NO,NO,10014020.0,-287545936474404,-655495102803337
232,CATAMARCA,Ancasti,La Candelaria,77,NO,NO,NO,NO,NO,NO,NO,NO,NO,10014030.0,-287207622901373,-654106917370235
233,CATAMARCA,Ancasti,La Majada,154,NO,NO,NO,NO,NO,NO,NO,NO,NO,10014040.0,-290295107636719,-655499567687055
234,CATAMARCA,Andalgalá,Aconquija,0,NO,NO,NO,NO,SI,NO,NO,SI,SI,,-274743798884533,-660266884349829
235,CATAMARCA,Andalgalá,Alto De Las Juntas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-274511959792163,-660199688270559
236,CATAMARCA,Andalgalá,Amanao,29,NO,NO,NO,NO,NO,NO,NO,SI,NO,10021010.0,-275275895579827,-665156761677031
237,CATAMARCA,Andalgalá,Andalgalá,12600,SI,NO,NO,NO,SI,SI,SI,SI,SI,10021020.0,-275732225954972,-663235466394645
238,CABA,COMUNA 10,MONTE CASTRO,33623,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-346192974826904,-585065803391285
239,CORDOBA,Santa María,Malagueño,7136,SI,NO,NO,SI,NO,SI,SI,SI,SI,14147210.0,-314648051043666,-643584261973277
240,CORDOBA,Santa María,Mi Valle,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-315725913753684,-643341910295503
241,CORDOBA,Santa María,Milenica,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,14147217.0,-314572735024583,-644057106148379
242,CORDOBA,Santa María,Monte Ralo,518,NO,NO,NO,NO,NO,SI,NO,SI,SI,14147220.0,-319115749813288,-642399918461068
243,CORDOBA,Santa María,Potrero de Garay,1017,NO,NO,NO,SI,NO,SI,SI,SI,SI,14147230.0,-317824159665775,-645424068778316
244,CORDOBA,Santa María,Rafael García,555,NO,NO,NO,NO,NO,SI,SI,NO,SI,14147240.0,-316465373949134,-642584787728338
245,CORDOBA,Santa María,San Clemente,134,NO,NO,NO,SI,NO,NO,SI,SI,SI,14147250.0,-317166546515515,-646265869046185
246,CABA,COMUNA 15,VILLA CRESPO,81959,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-345988344062647,-584427221412974
247,FORMOSA,Patiño,Villa General Manuel Belgrano,4676,NO,NO,NO,SI,NO,SI,SI,NO,SI,34035170.0,-249388283555888,-590290877277901
248,FORMOSA,Pilagás,Buena Vista,887,NO,NO,NO,SI,NO,SI,SI,NO,SI,34042010.0,-250712122663672,-583867799081037
249,FORMOSA,Pilagás,El Espinillo,4060,NO,NO,NO,NO,NO,SI,SI,SI,SI,34042020.0,-249799888263685,-585537877142505
250,FORMOSA,Pilagás,Laguna Gallo,261,NO,NO,NO,NO,NO,NO,NO,NO,NO,34042030.0,-252677752833691,-587427948347143
251,FORMOSA,Pilagás,Misión Tacaagle,2244,NO,NO,NO,NO,NO,SI,SI,NO,SI,34042040.0,-24979650567657,-588227434439732
252,FORMOSA,Pilagás,Portón Negro,417,NO,NO,NO,NO,NO,NO,NO,NO,NO,34042050.0,-249663598975615,-587419749100008
253,FORMOSA,Pilagás,Tres Lagunas,1598,SI,NO,NO,NO,SI,SI,SI,NO,SI,34042060.0,-252153644371658,-585132694906705
254,JUJUY,Valle Grande,Valle Grande,538,NO,NO,NO,NO,NO,SI,NO,NO,NO,38105060.0,-234755402454172,-649470001466936
255,JUJUY,Yavi,Barrios,187,NO,NO,NO,SI,NO,NO,NO,NO,NO,38112010.0,-222462779565987,-655278717064727
256,JUJUY,Yavi,Cangrejillos,181,NO,NO,NO,SI,NO,NO,NO,NO,NO,38112020.0,-224229613059544,-655801247511292
257,JUJUY,Yavi,El Cóndor,146,NO,NO,NO,NO,NO,NO,NO,NO,NO,38112030.0,-22383451243468,-653279048344849
258,JUJUY,Yavi,La Intermedia,178,NO,NO,NO,SI,NO,NO,NO,NO,NO,38112040.0,-224224885948586,-65700385084978
259,JUJUY,Yavi,La Quiaca,16874,SI,NO,NO,SI,SI,SI,SI,NO,SI,38112050.0,-22100030990273,-655962624926205
260,JUJUY,Yavi,Llulluchayoc,91,NO,NO,NO,NO,NO,NO,NO,NO,NO,38112060.0,-225152169464206,-653702937518639
261,JUJUY,Yavi,Pumahuasi,233,NO,NO,NO,SI,NO,NO,NO,NO,SI,38112070.0,-222890579793897,-656786766560839
262,JUJUY,Yavi,San Jose,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-221378271107898,-653097886156379
263,JUJUY,Yavi,Yavi,378,NO,NO,NO,NO,NO,NO,NO,NO,NO,38112080.0,-22130283,-6546169
264,JUJUY,Yavi,Yavi Chico,33,NO,NO,NO,SI,NO,NO,NO,NO,NO,38112090.0,-220909983923897,-654650631210317
265,LA PAMPA,Atreucó,Doblas,1586,NO,SI,NO,SI,SI,SI,SI,NO,NO,42007010.0,-371521838816608,-640140550927574
266,LA PAMPA,Atreucó,Macachín,4814,NO,NO,NO,SI,SI,SI,SI,NO,SI,42007020.0,-371369555361687,-63667141835534
267,LA PAMPA,Atreucó,Miguel Riglos,2034,NO,NO,NO,SI,SI,SI,SI,NO,SI,42007030.0,-368538749058938,-636881846143541
268,LA PAMPA,Atreucó,Rolón,678,NO,NO,NO,NO,SI,SI,SI,NO,SI,42007040.0,-37166824214775,-634171582009534
269,LA PAMPA,Atreucó,Tomas M. Anchorena,307,NO,NO,NO,NO,SI,NO,SI,NO,NO,42007050.0,-368406606874148,-635205021645149
270,LA PAMPA,Caleu Caleu,Anzoategui,68,NO,NO,NO,NO,SI,NO,NO,NO,NO,42014010.0,-389630526765691,-638608882456791
271,LA PAMPA,Caleu Caleu,La Adela,1904,NO,SI,NO,NO,SI,SI,NO,SI,SI,42014020.0,-389739618507806,-640893166949512
272,LA PAMPA,Capital,Anguil,1705,NO,NO,NO,SI,SI,SI,SI,SI,SI,42021010.0,-36527922625355,-64010555897973
273,MENDOZA,San Martín,San Martín,79476,SI,NO,NO,SI,NO,SI,NO,SI,SI,50098100.0,-330732178033808,-684605125505865
274,MENDOZA,San Martín,Tres Porteñas,2545,NO,NO,NO,SI,NO,SI,SI,SI,SI,50098110.0,-328994801779562,-683990962886724
275,MENDOZA,San Rafael,25 de Mayo,1450,NO,SI,SI,NO,NO,SI,SI,SI,SI,50105220.0,-345859138924719,-685495682219631
276,MENDOZA,San Rafael,Barrio Campos El Toledano,956,NO,NO,NO,NO,NO,NO,NO,SI,SI,50105010.0,-34573654040475,-683294341868083
277,MENDOZA,San Rafael,Barrio Echeverria,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-346278079094528,-684330730738277
278,MENDOZA,San Rafael,Barrio El Nevado,160,NO,NO,NO,NO,NO,NO,NO,NO,NO,50105020.0,-347898637210549,-679874651693673
279,MENDOZA,San Rafael,Barrio Empleados de Comercio,208,NO,NO,NO,NO,NO,NO,NO,NO,NO,50105030.0,-345522300096664,-683032401705615
280,MENDOZA,San Rafael,Barrio Intendencia,120,NO,NO,NO,NO,NO,NO,NO,SI,SI,50105040.0,-34645100562517,-682754543992412
281,MENDOZA,San Rafael,Barrio Las Rosas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-346278079094528,-684330730738277
282,MENDOZA,San Rafael,Barrio Primavera,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-346298100948936,-685105923910427
283,MENDOZA,San Rafael,Capitán Montoya,362,NO,NO,NO,NO,NO,SI,NO,SI,SI,50105050.0,-345835613146884,-684654391114406
284,MENDOZA,San Rafael,Cuadro Benegas,1253,SI,NO,NO,SI,NO,SI,SI,NO,NO,50105060.0,-346331750282237,-682302164082512
285,MENDOZA,San Rafael,Cuadro Nacional,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-346175050676523,-682817525680486
286,MENDOZA,San Rafael,El Nihuil,1030,NO,NO,NO,NO,SI,SI,SI,NO,NO,50105070.0,-350353713864246,-686806149266928
287,MENDOZA,San Rafael,El Sosneado,65,NO,NO,NO,SI,NO,NO,NO,NO,NO,50105080.0,-350821772227253,-695924127887533
288,MENDOZA,San Rafael,El Tropezón,462,NO,NO,NO,NO,NO,NO,NO,NO,NO,50105090.0,-346856449091453,-682855505604444
289,MENDOZA,San Rafael,Goudge,2126,NO,SI,NO,NO,NO,SI,SI,SI,SI,50105100.0,-346803228490363,-681358422919666
290,NEUQUEN,Confluencia,Neuquén,231198,SI,SI,SI,SI,SI,SI,SI,SI,SI,58035070.0,-389492856796033,-680839057621977
291,NEUQUEN,Confluencia,Plaza Huincul,13172,NO,NO,NO,NO,SI,SI,NO,SI,SI,58035090.0,-389290709532125,-692021594435231
292,NEUQUEN,Confluencia,Plottier,32390,SI,SI,NO,SI,SI,SI,NO,SI,SI,58035100.0,-389510561611213,-682478403865049
293,NEUQUEN,Confluencia,Senillosa,7542,NO,NO,NO,SI,SI,SI,SI,SI,SI,58035110.0,-390113034801537,-684333833911279
294,NEUQUEN,Confluencia,Villa El Chocón,707,NO,NO,NO,NO,NO,SI,SI,NO,SI,58035120.0,-392610101785628,-687842564223565
295,NEUQUEN,Confluencia,Vista Alegre Norte,895,NO,NO,NO,NO,NO,SI,NO,SI,SI,58035130.0,-387277123127679,-681721438862367
296,NEUQUEN,Confluencia,Vista Alegre Sur,1513,NO,NO,NO,NO,SI,NO,NO,NO,NO,58035140.0,-387715537254998,-681369187198489
297,NEUQUEN,Huiliches,Junín de los Andes,12621,SI,SI,NO,SI,SI,SI,SI,SI,SI,58049010.0,-399494720138355,-710703335609136
298,SAN LUIS,Libertador Grl. San Martín,Potrerillo,40,NO,NO,NO,NO,NO,SI,NO,NO,NO,74063060.0,-32671401244488,-656626272217675
299,SAN LUIS,Libertador Grl. San Martín,Puerta Colorada,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-3253456755,-6539953581
300,RIO NEGRO,General Roca,General Enrique Godoy,3112,NO,NO,NO,SI,SI,SI,NO,SI,SI,62042430.0,-390795501222919,-671575508259755
301,RIO NEGRO,General Roca,General Fernández Oro,6772,SI,NO,SI,SI,SI,SI,SI,SI,SI,62042440.0,-3895436020459,-679251089784989
302,RIO NEGRO,General Roca,General Roca,81534,SI,SI,SI,SI,SI,SI,SI,SI,SI,62042450.0,-390267025182087,-675748540962425
303,RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,6227,SI,NO,SI,SI,SI,SI,SI,SI,SI,62042460.0,-390711757468082,-672328876350348
304,RIO NEGRO,General Roca,Ingeniero Otto Krause,295,NO,NO,NO,NO,NO,SI,NO,NO,NO,62042470.0,-391114281023989,-669939096262054
305,RIO NEGRO,General Roca,Mainqué,1848,NO,NO,NO,NO,SI,SI,NO,NO,SI,62042480.0,-390637561999382,-673042811813575
306,RIO NEGRO,General Roca,Paso Córdova,1024,NO,NO,NO,NO,NO,SI,NO,NO,NO,62042490.0,-391077504096641,-676277074998828
307,RIO NEGRO,General Roca,Península Ruca Co,158,NO,NO,NO,NO,NO,NO,NO,NO,NO,62042500.0,-387010665100453,-680277179698786
308,RIO NEGRO,General Roca,Peñas Blancas,0,NO,NO,NO,NO,SI,NO,NO,NO,NO,,-376830439804041,-678688871212575
309,RIO NEGRO,General Roca,Puente Cero,653,NO,NO,NO,NO,NO,SI,NO,SI,SI,62042240.0,-3904360,-6755440
310,RIO NEGRO,General Roca,Sargento Vidal,814,NO,NO,NO,SI,NO,SI,NO,NO,SI,62042520.0,-386856409614896,-681580780282182
311,RIO NEGRO,General Roca,Tres Luces,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-389655980210737,-679509550220406
312,RIO NEGRO,General Roca,Villa Alberdi,693,NO,NO,NO,NO,NO,SI,NO,NO,NO,62042530.0,-391283463654662,-670481125141998
313,RIO NEGRO,General Roca,Villa del Parque,432,NO,NO,NO,NO,NO,SI,NO,NO,NO,62042540.0,-391258079817539,-669976300412367
314,RIO NEGRO,General Roca,Villa Manzano,2697,NO,NO,NO,SI,SI,SI,SI,SI,SI,62042550.0,-386806041543676,-682157180851266
315,SAN JUAN,Jáchal,Villa Mercedes,1439,NO,NO,NO,NO,SI,SI,SI,NO,SI,70056110.0,-301088721898605,-687009429184891
316,SAN JUAN,Pocito,Barrio Municipal,973,NO,NO,NO,NO,NO,NO,NO,NO,NO,70070005.0,-317523486776689,-685597213740804
317,SAN JUAN,Pocito,Barrio Ruta 40,231,NO,NO,NO,NO,NO,NO,NO,SI,SI,70070010.0,-318595308229437,-685345166485174
318,SAN JUAN,Pocito,Carpintería,1134,NO,NO,NO,NO,NO,NO,SI,NO,SI,70070020.0,-318301409850684,-685420989256398
319,SAN JUAN,Pocito,La Rinconada,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-316952378674877,-685923025771378
320,SAN JUAN,Pocito,Las Piedritas,588,NO,NO,NO,NO,NO,NO,NO,NO,NO,70070025.0,-31629474322189,-686080765638159
321,SAN JUAN,Pocito,Quinto Cuartel,1661,NO,NO,NO,NO,NO,SI,SI,SI,SI,70070030.0,-316140359426027,-686001745092873
322,SAN JUAN,Pocito,Villa Aberastain,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,,-3165701277213,-68573608949336
323,SAN JUAN,Pocito,Villa Aberastain - La Rinconada,15409,SI,NO,SI,NO,SI,SI,SI,NO,NO,70070040.0,-316952378674877,-685923025771378
324,SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,24240,NO,NO,NO,NO,NO,SI,NO,SI,SI,70070050.0,-316219383886537,-685359580395485
325,SAN JUAN,Pocito,Villa Barboza,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-315921799746836,-685723924425069
326,SAN JUAN,Pocito,Villa Centenario,778,NO,NO,NO,NO,NO,NO,NO,SI,SI,70070060.0,-31668402703149,-685222919302359
327,SAN JUAN,Pocito,Villa Nacusi,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-316219383886537,-685359580395485
328,SAN JUAN,Rawson,El Medanito,0,NO,NO,NO,NO,NO,SI,NO,SI,NO,,-31583482529045,-684697872532749
329,SAN JUAN,Rawson,Rawson,109424,SI,NO,SI,NO,NO,SI,SI,SI,SI,70077010.0,-315696190485463,-685577689018569
330,SAN JUAN,Rawson,Villa Bolaños,520,NO,NO,NO,NO,NO,NO,NO,NO,NO,70077020.0,-316292970053945,-684706676954017
331,SAN JUAN,Rawson,Villa Krause,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,,-31583718555606,-685410817167198
332,SANTA CRUZ,Deseado,Puerto Deseado,14183,SI,NO,SI,NO,SI,NO,SI,SI,SI,78014080.0,-477514649275067,-659012043680086
333,SANTA CRUZ,Deseado,Tellier,58,NO,NO,NO,NO,NO,NO,NO,NO,NO,78014090.0,-476487686074581,-660446356831872
334,SANTA CRUZ,Güer Aike,28 de Noviembre,6145,NO,NO,NO,SI,SI,SI,SI,SI,SI,78021060.0,-515787581525544,-722080410883792
335,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),55,NO,NO,NO,NO,SI,NO,NO,NO,NO,78021010.0,-516805338519685,-720874860687819
336,SANTA CRUZ,Güer Aike,Julia Dufour,293,NO,NO,NO,NO,NO,NO,NO,NO,SI,78021020.0,-515406111767208,-722398967258576
337,SANTA CRUZ,Güer Aike,Mina 3,27,NO,NO,NO,NO,NO,NO,NO,SI,NO,78021030.0,-515487660455569,-722333909775383
338,SANTA CRUZ,Güer Aike,Río Gallegos,95796,SI,SI,SI,SI,SI,NO,SI,SI,SI,78021040.0,-516214349839165,-692290509293744
339,SANTA CRUZ,Güer Aike,Rospentek,677,NO,NO,NO,NO,NO,NO,SI,NO,NO,78021050.0,-516639328934924,-721426988306974
340,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,8814,SI,NO,NO,NO,SI,NO,SI,SI,SI,78021070.0,-515328383738253,-723341032077956
341,SANTA CRUZ,Lago Argentino,El Calafate,16655,SI,NO,NO,NO,SI,SI,SI,SI,SI,78028010.0,-503373208485428,-722619950698979
342,SANTA CRUZ,Lago Argentino,El Chaltén,1627,NO,NO,NO,SI,SI,SI,SI,NO,NO,78028020.0,-493319731177032,-728916267088672
343,SANTA CRUZ,Lago Argentino,Tres Lagos,282,NO,NO,NO,NO,SI,NO,SI,NO,NO,78028030.0,-495990148275349,-71445802241684
344,SANTA CRUZ,Lago Buenos Aires,Los Antiguos,3363,NO,NO,SI,NO,SI,SI,SI,NO,SI,78035010.0,-465487484894558,-716274835082657
345,SAN LUIS,Libertador Grl. San Martín,Rincon Del Carmen,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-324615843296251,-654800247653516
346,SAN LUIS,Libertador Grl. San Martín,San Fernando,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-3271332748,-656864429
347,SAN LUIS,Libertador Grl. San Martín,San Isidro,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-325346535061633,-655271625081663
348,SAN LUIS,Libertador Grl. San Martín,San Martín,697,SI,NO,SI,NO,NO,SI,SI,NO,NO,74063070.0,-324132690463752,-656759306690121
349,SAN LUIS,Libertador Grl. San Martín,San Vicente,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-3230836924,-6569101867
350,SAN LUIS,Libertador Grl. San Martín,Tala Verde,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-3240896557,-6556209159
351,SAN LUIS,Libertador Grl. San Martín,Villa de Praga,181,NO,NO,NO,NO,SI,SI,SI,NO,NO,74063080.0,-325339640778181,-656477042790938
352,SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,6405,SI,SI,SI,NO,SI,SI,SI,SI,SI,78007010.0,-499859909808201,-689130816915927
353,SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,4431,SI,SI,SI,NO,SI,NO,SI,NO,SI,78007020.0,-500171892721878,-685248246324655
354,SANTA CRUZ,Deseado,Caleta Olivia,51733,NO,SI,NO,SI,SI,SI,NO,SI,SI,78014010.0,-464459492303195,-675251564969847
355,SANTA CRUZ,Deseado,Cañadón Seco,879,NO,NO,NO,SI,SI,SI,NO,SI,NO,78014020.0,-465588457703439,-67616856368573
356,SANTA CRUZ,Deseado,Fitz Roy,326,NO,NO,NO,NO,NO,NO,NO,SI,SI,78014030.0,-470257940308205,-672542856564871
357,SANTA CRUZ,Deseado,Jaramillo,420,NO,NO,NO,NO,NO,SI,SI,NO,NO,78014040.0,-471847032165887,-67145582198474
358,SANTA CRUZ,Deseado,Koluel Kaike,250,NO,NO,NO,NO,NO,NO,NO,SI,SI,78014050.0,-467168267498228,-682279614588974
359,SANTA CRUZ,Deseado,Las Heras,17821,NO,NO,NO,SI,SI,SI,NO,SI,SI,78014060.0,-465424553787867,-689341773229667
360,SANTA CRUZ,Deseado,Pico Truncado,20889,NO,NO,NO,SI,SI,SI,NO,SI,SI,78014070.0,-467938981244061,-679575704898943
361,SANTA CRUZ,Lago Buenos Aires,Perito Moreno,4617,NO,SI,SI,NO,SI,NO,SI,SI,SI,78035020.0,-465921416878797,-709257278426639
362,SANTA CRUZ,Magallanes,Puerto San Julián,7894,SI,SI,SI,NO,SI,SI,SI,SI,SI,78042010.0,-49307703595363,-677319702926075
363,SANTA CRUZ,Río Chico,Bajo Caracoles,33,NO,NO,NO,NO,SI,NO,NO,NO,NO,78049010.0,-474461490043983,-709285155605965
364,SANTA CRUZ,Río Chico,Gobernador Gregores,4497,NO,NO,NO,SI,SI,NO,SI,NO,NO,78049020.0,-487521223249696,-702442035901869
365,SANTA CRUZ,Río Chico,Hipólito Yrigoyen,266,NO,NO,NO,NO,NO,NO,SI,NO,NO,78049030.0,-475667812360399,-717434756314323
366,SANTA FE,9 de Julio,Campo Garay,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-296911529704255,-616024410919082
367,SANTA FE,9 de Julio,Esteban Rams,169,NO,NO,NO,NO,SI,SI,SI,NO,SI,82077010.0,-297726717957721,-614881512346811
368,SANTA FE,9 de Julio,Gato Colorado,998,NO,NO,NO,NO,SI,NO,SI,NO,SI,82077020.0,-280245785095892,-611879373297868
369,SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),1358,NO,NO,NO,NO,SI,SI,SI,NO,SI,82077030.0,-282296230607257,-615297529930521
370,SANTA FE,9 de Julio,Independencia,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-293710772,-61755619
